text	service	location	cleanliness	business
Our 'Best' Hotels to date have been the Shangri La Singapore and the Bangkok Marriott Resort Spa.Until now we had not stayed at a Sofitel Hotel.	1.0	0.0	1.0	0.0
So why has staying at the Sofitel caused us to go into print?	1.0	0.0	1.0	0.0
Because the Hotel made a great visit to New York even better.	1.0	0.0	1.0	0.0
We were on the 23rd floor with a great view of the Chrysler Building.	1.0	0.0	1.0	0.0
The room was a good size with ample space around the bed and a separate seating area.	1.0	0.0	1.0	0.0
The bathroom had both bath and separate walk-in shower which we consider essential.	1.0	0.0	1.0	0.0
The non-smoking room was well presented, clean with good quality furniture, towels etc.The bed was simply the best Hotel bed we have experienced - just so comfortable.	1.0	0.0	1.0	0.0
The room was serviced twice a day which meant when you dropped back to the Hotel (great location 鈥?	1.0	0.0	1.0	0.0
central but quiet) to have a midday shower (its hot and humid in July) you knew that the clean room and towels you were using would be replaced for the evening.	1.0	0.0	1.0	0.0
Best of all - all the staff are so friendly, informative and helpful.	1.0	0.0	1.0	0.0
Meals were expensive compared to local eateries.	1.0	0.0	1.0	0.0
We choose to to eat out for three quarters of the time on the basis of cost and also to experience New Yorkers food 鈥?	1.0	0.0	1.0	0.0
but when we did eat in the Hotel we found the food and service excellent.	1.0	0.0	1.0	0.0
Why was the Sofitel New York so different and so good?	1.0	0.0	1.0	0.0
It is very difficult to put into words - we have stayed in many Hotels which provide equally as good rooms, clean beds and showers, a pleasant ambiance, friendly staff and are situated in good locations.	1.0	0.0	1.0	0.0
But being at the Sofitel just made us 鈥榝eel鈥?	1.0	0.0	1.0	0.0
good.	1.0	0.0	1.0	0.0
The overall experience was greater than the sum of the parts.	1.0	0.0	1.0	0.0
You will just have to try it for yourself.	1.0	0.0	1.0	0.0
Great location The Hotel	1.0	1.0	1.0	0.0
Preciados is centrally located and within walking distance of the major sites in Madrid: Puerta del Sol, Teatro Opera, the Palacio Real, Catedral Almudena, etc.	1.0	1.0	1.0	0.0
The staff was extremely helpful and was able to answer all of our questions.	1.0	1.0	1.0	0.0
The rooms were clean and the bathroom was completely up to date.	1.0	1.0	1.0	0.0
I would recommend this hotel to anyone.	1.0	1.0	1.0	0.0
We had a wonderful time!	0.0	0.0	0.0	0.0
I had read some of the comments posted here before going and was kind of dreading what I might find.	0.0	0.0	0.0	0.0
I must say that I was very impressed with the service at the hotel.	0.0	0.0	0.0	0.0
Everyone we encountered was extremely courteous and friendly.	0.0	0.0	0.0	0.0
The hotel decor is very tasteful and trendy, and while the wallpaper may need a tiny bit of work here and there, as has been mentioned before, its really not a big deal.	0.0	0.0	0.0	0.0
Nor is the hotel filthy or a wreck as some of the reviewers have stated.	0.0	0.0	0.0	0.0
Its not in a great neighborhood, but hey, most of New Orleans isn't a great neighborhood and the bums are everywhere.	0.0	0.0	0.0	0.0
The hotel is small and so are the rooms, but everything is comfortable.	0.0	0.0	0.0	0.0
I found that the photos posted on their site are pretty accurate.	0.0	0.0	0.0	0.0
We had the front desk call a cab for us on our way out to dinner and were offered the hotel car and driver for our return.	0.0	0.0	0.0	0.0
After a brief chat with the people at the front desk about our anniversary / birthday celebration we left for dinner.	0.0	0.0	0.0	0.0
When we came back to our room we found a bottle of chilled champagne and a bag of goodies for us to eat.	0.0	0.0	0.0	0.0
It was such a wonderful surprise we went back down to thank them.	0.0	0.0	0.0	0.0
We would definitely recommend this hotel to our friends.	0.0	0.0	0.0	0.0
We had a great time.	0.0	0.0	0.0	0.0
Poor Service --	0.2	0.0	0.4	0.0
Relocated to Ohana East This property is now a part of the Ohana and Outrigger family of hotels.	0.2	0.0	0.4	0.0
This is initially why I booked with them.	0.2	0.0	0.4	0.0
However, they overbooked the property when I got there and would only accomodate me in a smoking environment.	0.2	0.0	0.4	0.0
This surprised me since Ohana has some completely non smoking properties.	0.2	0.0	0.4	0.0
I thought they were updating their standards.	0.2	0.0	0.4	0.0
The folks at the front desk were very poor on listening to our needs and were extremely uncooperative.	0.2	0.0	0.4	0.0
I finally got the attention of a young gentleman (Alex) to see the obvious which is just to find me a comparable room with their other properties.	0.2	0.0	0.4	0.0
It was so easy but the other women at the front desk were horrible on helping anyone and even one tried to be confrontational.	0.2	0.0	0.4	0.0
I accepted a reservation at the Ohana East, just around the corner.	0.2	0.0	0.4	0.0
Read my review and see my photos from that stay.	0.2	0.0	0.4	0.0
This hotel was conveniently located, though not on the beach.	0.2	0.0	0.4	0.0
However.	0.2	0.0	0.4	0.0
.it was in need of some updates and doesn't have a very welcoming atmosphere.	0.2	0.0	0.4	0.0
But I would start with the hotel staff.	0.2	0.0	0.4	0.0
Good vlue, terrible service	0.4	0.8	0.6	0.6
OK the value is good and the hotel is reasonably priced, but the service is terrible.	0.4	0.8	0.6	0.6
I was waiting 10 min at the erception desk for the guy to figure out whether there was a clean room available or not.	0.4	0.8	0.6	0.6
That place is a mess.	0.4	0.8	0.6	0.6
Rooms are clean and nice, but bear in mind you just pay for lodging, service does not seem to be included.	0.4	0.8	0.6	0.6
Great hotel, but location means that	1.0	0.0	1.0	0.0
I will not return Like other reviews of this hotel, I think the Holiday Inn Central Plaza is terrific.	1.0	0.0	1.0	0.0
Great service, great rooms, soft towels, good restaurants, great buffet.	1.0	0.0	1.0	0.0
In fact, the breakfast buffet gave an American, a Chinese and a finicky 5-year-old great choices.	1.0	0.0	1.0	0.0
But the location was just unacceptable for a pleasure trip.	1.0	0.0	1.0	0.0
* It takes 20-40 minutes (with traffic) to get to and from places* Had 5 taxi drivers (in 5 days) refuse to take us to the hotel* Had 2 taxi drivers get lostThere was simply too much stress and time related in the travel to/from the hotel.	1.0	0.0	1.0	0.0
Now if they could only move the hotel 15km to the northeast....	1.0	0.0	1.0	0.0
Nice Base for Exploring	1.0	1.0	1.0	1.0
My wife and I stayed here on a 2-night side trip from Napa.	1.0	1.0	1.0	1.0
We picked this hotel because of the great deal we received on the internet.	1.0	1.0	1.0	1.0
Check-in was a breeze, but the $54/day rate for valet parking was a turn-off.	1.0	1.0	1.0	1.0
Call us cheap, but we said no thanks and parked on the street for free since it was after 6pm.	1.0	1.0	1.0	1.0
The next morning (Saturday) at 7am, I walked accross the street to Starbucks for coffee and then moved the car to the Sutter lot.	1.0	1.0	1.0	1.0
This giant lot is catty-corner to the hotel and charges $32 a day.	1.0	1.0	1.0	1.0
Although the Sutter lot does not allow in/out service, we used the savings to buy two, 24-hour muni bus/rail passes and a muni-map.	1.0	1.0	1.0	1.0
You can get these at the Union Square half-price ticket window.	1.0	1.0	1.0	1.0
Driving and parking is such a hassle, I would recommend using the metro.	1.0	1.0	1.0	1.0
We went to a Giants game, the wharf, and a concert on the bus/street car and Bart and never waited more than 5-10 minutes for a ride.	1.0	1.0	1.0	1.0
We had a nice room on the 25th floor.	1.0	1.0	1.0	1.0
The room was 4-star, but the lack of services (e.g. pool, gift shop) make the entire property a 3.5 star.	1.0	1.0	1.0	1.0
Still, it was a great value and the location can't be beat.	1.0	1.0	1.0	1.0
Everything is close.	1.0	1.0	1.0	1.0
We shopped at Macy's and went to Walgreens for our snacks.	1.0	1.0	1.0	1.0
Both are a block away.	1.0	1.0	1.0	1.0
The concierge desk in the lobby is excellent!!	1.0	1.0	1.0	1.0
Based on the comments from another reviewer, we also tried Sears Fine Foods (near Walgreens) for breakfast, and the Starlight Lounge (atop the Drake Hotel) for drinks and dancing.	1.0	1.0	1.0	1.0
Both places are highly recommended.	1.0	1.0	1.0	1.0
The worst thing we encountered was the number of panhandlers downtown and at the wharf.	1.0	1.0	1.0	1.0
Some of these people are too agressive and spoil the whole experience.	1.0	1.0	1.0	1.0
Denver does a much better job by discouraging tourists form giving to panhandlers and putting donation meters downtown to help fund the shelters and food kitchens.	1.0	1.0	1.0	1.0
Difficult to fault	0.0	0.0	0.0	0.0
Spent 3 nights at St Marie in Dec 2003.	0.0	0.0	0.0	0.0
Very impressed with rooms for the price paid.	0.0	0.0	0.0	0.0
The quality of food and service at the breakfast room was fantastic.	0.0	0.0	0.0	0.0
An Excellent Return Stay	1.0	0.0	1.0	0.0
A few years had past since my last visit to the Ritz-Carlton Phoenix and I was impressed on how fresh and revived the hotel was.	1.0	0.0	1.0	0.0
The Lobby has always been elegant but now it sparkled.	1.0	0.0	1.0	0.0
My room on the Club Level was brand new with a soothing updated look and excellent bedding.	1.0	0.0	1.0	0.0
Service at the Ritz-Carlton has always been excellent and this stay the staff were at their best.	1.0	0.0	1.0	0.0
They know I love the fabulous chocolate chip cookies they make--and the night before I left--they had a tray of them sent to my room with a fond farewell written out in chocolate.	1.0	0.0	1.0	0.0
The location of the hotel is very central--and I look forward to my next stay at the Ritz-Carlton Phoenix.	1.0	0.0	1.0	0.0
Not exactly a gem	0.6	0.8	0.8	0.8
I stayed at the Union Square Hotel for 2 nights in October 2006.	0.6	0.8	0.8	0.8
My business trip coincided with a 40,000 person convention and a marathon, so the stay was during a peak weekend and I was lucky to find the room for under $200.	0.6	0.8	0.8	0.8
If I had to travel to San Francisco again, I would only stay at the Hotel Union Square if it were again the only place I could find.	0.6	0.8	0.8	0.8
Here's why:The hotel is old.	0.6	0.8	0.8	0.8
Nothing wrong with that, however, little has been done to update the facilities to provide for modern conveniences, save for the free high speed wireless internet.	0.6	0.8	0.8	0.8
The water pressure was low, the bed was average, the decor was spartan, and the bathroom was quite small.	0.6	0.8	0.8	0.8
A tiny desk was provided which contained a coffee maker, the ice bucket (along with a few drinks that were for sale) and was also meant to be used as a work space.	0.6	0.8	0.8	0.8
It was not really useful for anything due to its size and number of functions that it was supposed to perform.	0.6	0.8	0.8	0.8
Again, the bathroom was small and the toiletries provided were average at best.	0.6	0.8	0.8	0.8
For some reason, I had a bag which included a Harlequin romance novel and a woman's razor included in my provided toiletries (thanks for the free stuff, Union Square Hotel, but I'm a guy).	0.6	0.8	0.8	0.8
The location was VERY convenient, both to BART, the cable car lines, and the F streetcar.	0.6	0.8	0.8	0.8
Many attractions are also accessible just by walking.	0.6	0.8	0.8	0.8
Although the location is great, not much has been done to insulate the rooms from the noise of nearby union square.I paid just under $200/night for this hotel.	0.6	0.8	0.8	0.8
If I hadn't been staying during a peak weekend, I would say that was an outrageous rate, however, given the circumstances, I'd say it was fair.	0.6	0.8	0.8	0.8
For any time of normal demand, I'd say that anything less than $120 would probably be a good value.	0.6	0.8	0.8	0.8
Won't stay here again	0.4	0.8	0.6	0.0
This was the third time I have stayed at this property, but this will be my last time.	0.4	0.8	0.6	0.0
We have had problems each time.	0.4	0.8	0.6	0.0
The last time they gave us a room that had been made up to look clean, but actually had dirty sheets and a bathroom that had been used.	0.4	0.8	0.6	0.0
This time the lights did not work and the remote control had to be replaced.	0.4	0.8	0.6	0.0
We stayed with a park n fly rate.	0.4	0.8	0.6	0.0
Even thought the rate was reasonable our car was so dirty we could barely see out the windshield.	0.4	0.8	0.6	0.0
They said it would be parked in a garage, but I am not sure that happened.	0.4	0.8	0.6	0.0
In the past they washed the car before they returned it to you.	0.4	0.8	0.6	0.0
Also after flying from Montreal we had to wait 20 minutes to be picked up and after returning to the hotel had a wait another 15 minutes to get the car back and we were the only ones there at the time.	0.4	0.8	0.6	0.0
Oh yes my husband also loaded oour luggage.	0.4	0.8	0.6	0.0
Half way through someone came over to help since he was looking for a tip.	0.4	0.8	0.6	0.0
I have also stayed at the Sheraton LAX and it was better.	0.4	0.8	0.6	0.0
I will not be returning.	0.4	0.8	0.6	0.0
Crown Plaza is fine, but beware of parking prices	0.8	0.8	0.8	0.0
My wife and i stayed at the Astor Crowne Plaza in August 2007 for 2 nights.	0.8	0.8	0.8	0.0
The hotel is clean, the rooms were comfortable.	0.8	0.8	0.8	0.0
But make sure to ask for a high floor if you don't like the noise.	0.8	0.8	0.8	0.0
This hotel is in the French Quarter not far from Bourbon Str and you can definitely hear the music and noise.	0.8	0.8	0.8	0.0
We heard music up until 3 or 4am both nights of our stay, but it really didn't keep us from sleeping.	0.8	0.8	0.8	0.0
We ate at Cafe Dumonde (don't think i'm spelling it correctly, but ask anyone and they'll know what your talking about), mostly for it's historic aspects.	0.8	0.8	0.8	0.0
They serve the well-known beignets.	0.8	0.8	0.8	0.0
Also, you must eat at Landry's.	0.8	0.8	0.8	0.0
Yes, i know it's a chain restaurant that you can find in a lot of different states, but something about the one in the French Quarter just tastes better.	0.8	0.8	0.8	0.0
Also, there is no on-site hotel parking.	0.8	0.8	0.8	0.0
You have to leave your car with the valet and the price to have it valet'd is $27 per day plus tax and tips!!!!	0.8	0.8	0.8	0.0
Yes, this was a big surprise to us.	0.8	0.8	0.8	0.0
We were told that other hotels in the French Quarter charge roughly the same price.	0.8	0.8	0.8	0.0
We thought a better idea would have been to park at one of the all night parking lots in the French Quarter for $10 to save $$$$.	0.8	0.8	0.8	0.0
The difference is with the hotel, you have in/out privileges and it's the same price, whereas, if you park you car at one of the lots, once you leave, you have to pay again to re-enter!	0.8	0.8	0.8	0.0
great place for tourists	0.0	0.0	0.0	0.0
Thanks, tripadvisor, for making reviews available...I did lots of research on-line to get the best place for the best price for our hotel room in New York.	0.0	0.0	0.0	0.0
We had 2 adults and 2 teens in our party, so value was important.	0.0	0.0	0.0	0.0
Thanks to your reviews, I was able to eliminate some of my potential choices and to pick the Hotel Metro, where we got a family suite with 2 bedrooms- one for Mom Dad, and one for the teen-age girls.	0.0	0.0	0.0	0.0
It was roomy, clean, in a great location; they serve a great selection of breakfast items FREE; and the service we got from the staff at the desk was prompt and very friendly.	0.0	0.0	0.0	0.0
Also had a fabulous meal at the Metro Grill next door.	0.0	0.0	0.0	0.0
If you're picking between this and something a little cheaper, this is WELL worth what we spent...we'll go back!	0.0	0.0	0.0	0.0
Stay here!	0.0	0.0	0.0	0.0
This was a terrific hotel in all respects--great location, fabulous service, and well appointed rooms (we got upgraded to a suite which was lovely, very quiet and spacious).	0.0	0.0	0.0	0.0
Everything from our arrival to departure went smoothly.	0.0	0.0	0.0	0.0
I was surprised to see that the AAA rating on this hotel, along with many others in New Orleans, was only 3 stars.	0.0	0.0	0.0	0.0
I would have rated it higher and I'm very picky about hotel accomodations.	0.0	0.0	0.0	0.0
I will definitely recommend this hotel to friends and stay again when I return to New Orleans.	0.0	0.0	0.0	0.0
A Wonderful Resort GRAN BRAHIA	0.0	0.0	0.0	0.0
PRINCIPEWe left for Punta Cana Dec 13 out of edmonton.....Concerning this resort I have no real complaints.	0.0	0.0	0.0	0.0
As I read in recent reviews there is difinitely a lang barrier if you do not speak spanish, but there is always someone around that does speak english.	0.0	0.0	0.0	0.0
I was travelling with my husband and step son age 14.	0.0	0.0	0.0	0.0
We wanted to upgrade so we were closer to the beach.	0.0	0.0	0.0	0.0
We asked when we checked in, the were unable to accomodate as hotel was at capa city...ok...so we wanted a late check out as check out is at noon and our flight didnt leave until 6 pm, clerk said that we would have to come back the day before we left to do that...so we did....again unable to accomodate as people would be checking in at 3 pm.....so again I wasnt happy ....but on the other hand the location of our room was perfect Block 35.....the only thing we needed the tram for was the beach.....everything else was a 5 min walk.	0.0	0.0	0.0	0.0
Restraunts---We only went to two Italian and French....both were very good and service excellent.	0.0	0.0	0.0	0.0
Buffet ---lots of food to choose from......I person wouldnt starve.	0.0	0.0	0.0	0.0
Every night the food is different.	0.0	0.0	0.0	0.0
Spanish Monday Amercian Tues etc..Housekeeping--Our room was clean and nice...first morning left a note for maid and tip asking for additional towels and pillows as there were three of us....tip taken and no extra pillows or towels...I called down to front desk and they were delivered immediately.	0.0	0.0	0.0	0.0
Pools- Three large pools that everyone can use, one for the upgraded travellers.	0.0	0.0	0.0	0.0
Two swim up bars, there are usually enough chairs but if you want a cabana you have to get there earlier as they are taken fastBeach-- The beach is very large lots of chairs but again if you want a cabana get out there early.	0.0	0.0	0.0	0.0
The water is warm but fairly murky....not nearly as nice as the beaches is Cuba but still goregous.	0.0	0.0	0.0	0.0
Trips: Only took one trip...Saona Island...This island is breathtaking...a must see.	0.0	0.0	0.0	0.0
Beware as in the trip info it says that you can go snorkling but no gear is provided so if you want to snorkle take you own gear.	0.0	0.0	0.0	0.0
For the elderly or overweight it is a task to get in and out of speed boat.	0.0	0.0	0.0	0.0
The trip was definately worthwhile.	0.0	0.0	0.0	0.0
Just a few tips.	0.0	0.0	0.0	0.0
.you dont need a blow dryer one is provided, if you want to buy rum and cigars either get them at the Hotel or go to the factory.	0.0	0.0	0.0	0.0
.not much to choose from at the airport and a mickey is 14.00 us...if you want to upgrade or get a late checkout do that with your agent before you leave, dont forget your 20 per person to pay at the airport to come home,take some bug spray there are mostiqos didnt see many but got lots of bites, 30 pesos is 1 american dollar appx.	0.0	0.0	0.0	0.0
Overall I would recommend this hotel lots of activities throughout the day to keep young and old busy and entertained, though for the single party type travellers this may not be the hotel for you as most activities are done by midnight......We will use the resort again when it is time to head back to the Dominican....	0.0	0.0	0.0	0.0
Outstanding!	0.8	1.0	0.8	1.0
Will probably never stay anywhere else in	0.8	1.0	0.8	1.0
NY again!	0.8	1.0	0.8	1.0
Any hotel can have problems, and we ran into a few, but the night manager Shieshedo gave new meaning to the word hospitality!	0.8	1.0	0.8	1.0
Aquarians unite!	0.8	1.0	0.8	1.0
If Oprah knew about the Mr. Steam showers at the Bryant Park, it would undoubtedly make her Favorite things list.	0.8	1.0	0.8	1.0
Very trendy, but warm and inviting at the same time.	0.8	1.0	0.8	1.0
Beds extremely comfortable.	0.8	1.0	0.8	1.0
Great sound system for docking ipod.	0.8	1.0	0.8	1.0
Marble bathrooms have deep soaking tubs,a shower that has a floor to celing glass door with 2 shower heads (rain shower above, telephone shower mid-range) and a thermostat controlled steamer, allowing you to set time and temp!	0.8	1.0	0.8	1.0
You can turn on the steam, pipe music into the bathroom and take a cool shower, all the while feeling you are showering outdoors in the tropics.	0.8	1.0	0.8	1.0
My son, another aquarian, referred to it as being steam cleaned.	0.8	1.0	0.8	1.0
The weather outside was cold and rainy, but the weather in the suites at the Bryant Park was heavenly!	0.8	1.0	0.8	1.0
Do not take the Raymond Hudd suite unless you take both of them!	0.8	1.0	0.8	1.0
Evidently they recently renovated and were unaware that in terms of noise, it was like sharing a room with your flooormate.	0.8	1.0	0.8	1.0
(There are only 2 of these suites and they take up the entire floor.)	0.8	1.0	0.8	1.0
They are beautiful and spacious, but have hardwood floors, causing the sound to travel easily from one room to the next.	0.8	1.0	0.8	1.0
It would be ideal if you have friends or family in the other suite.	0.8	1.0	0.8	1.0
My son and I had the misfortune to be sharing the floor with a couple who had a toddler.	0.8	1.0	0.8	1.0
When we called the front desk about the noise factor, the day person told us they did not have another suite and the couple next door was checking out.	0.8	1.0	0.8	1.0
We came home from the theatre the next night to find a note on our door asking us to keep the TV down because their baby was a light sleeper.	0.8	1.0	0.8	1.0
(They decided to stay another night.)	0.8	1.0	0.8	1.0
Evidently mom was not such al light sleeper however.	0.8	1.0	0.8	1.0
When the baby woke me screaming at 4am I wanted to go pick her up myself it took so long before mom and dad got up to respond to her cries!	0.8	1.0	0.8	1.0
The next evening we returned from the theatre to find the night manager at the front desk, with whom I had originally made the reservation.	0.8	1.0	0.8	1.0
He inquired how things were going.	0.8	1.0	0.8	1.0
I gave him an earful and the next thing I know we were upgraded to the Penthouse suite.	0.8	1.0	0.8	1.0
It was spectacular!	0.8	1.0	0.8	1.0
Evidently Leo Dicaprio's favorite haunt when he stays in New York.	0.8	1.0	0.8	1.0
From that point on my entire impression of the Bryant Park changed from one of disdain to one of admiration for what they are trying to achieve by catering to a wide range of taste levels.	0.8	1.0	0.8	1.0
Yes.It is very trendy.	0.8	1.0	0.8	1.0
I am not particularly drawn to trendy.	0.8	1.0	0.8	1.0
In fact I could care less.	0.8	1.0	0.8	1.0
If that's your thing, you'll love it.	0.8	1.0	0.8	1.0
Don't be thrown by the hip appearance of the staff in black.	0.8	1.0	0.8	1.0
They are wearing uniforms and are there to to a job and most of them do it quite admirably.	0.8	1.0	0.8	1.0
BPappealed to me as a single parent, traveling with a teenage son.	0.8	1.0	0.8	1.0
I like to come and go unnoticed as though I were walking into the front door of my own home.	0.8	1.0	0.8	1.0
The difference being that if the weather was too soupy to go out, I did not feel cheated stayng in the room relaxing until it cleared up.	0.8	1.0	0.8	1.0
(In fact, upon my return home I started to redecorate my house because I enjoyed the minimalist aspect of the decor at BP.)	0.8	1.0	0.8	1.0
We only ordered room service once.	0.8	1.0	0.8	1.0
It was fine.	0.8	1.0	0.8	1.0
Did not go to the Cellar bar, but clearly it attracts quite a crowd.	0.8	1.0	0.8	1.0
We were there the weekend before Halloween.	0.8	1.0	0.8	1.0
I had no idea there were so many nurses with a night life in New York!	0.8	1.0	0.8	1.0
I walked past the eager young people hoping to get in, feeling grateful those days were behind me!	0.8	1.0	0.8	1.0
My advice to you is stay here.	0.8	1.0	0.8	1.0
I researched this trip weeks in advance.	0.8	1.0	0.8	1.0
My biggest client owns one of the largest chains in the world.	0.8	1.0	0.8	1.0
I declined to stay at one of their proerties because I wanted something different.	0.8	1.0	0.8	1.0
New York is a veritable smorgasbord of hotels ranging from sleezy to sublime.	0.8	1.0	0.8	1.0
I think I have stopped looking when it comes to New York.	0.8	1.0	0.8	1.0
Going back to Bryant Park would feel like going home to a place of warm memories.	0.8	1.0	0.8	1.0
Travel these days can bring an untold amount of unpleasant surprises.	0.8	1.0	0.8	1.0
But the place where you rest your head at the end of your vacation day should bring you peace.	0.8	1.0	0.8	1.0
I know I can count on that at Bryant Park.	0.8	1.0	0.8	1.0
(By the way,The same can be said for Sofitel Water Tower!)	0.8	1.0	0.8	1.0
Ps. Can't find the camera.	0.8	1.0	0.8	1.0
Will upload photos later.	0.8	1.0	0.8	1.0
But for a true represenation, go to the five star alliance website.	0.8	1.0	0.8	1.0
They look exactly like the room we were in.	0.8	1.0	0.8	1.0
Bon Voyage!	0.8	1.0	0.8	1.0
Boutique Gem in Waikiki Beach	1.0	0.8	1.0	0.0
We stayed at Hotel Renew for four nights, December 22 - 26, 2008.	1.0	0.8	1.0	0.0
Our overall experience was excellent, and I would highly recommend this hotel property, with one caution that I will address later in this review.	1.0	0.8	1.0	0.0
The hotel is small --- 83 rooms --- and does not have a restaurant.	1.0	0.8	1.0	0.0
However, there is a lovely lounge just off the chic lobby where a hearty Continental style breakfast is served every morning (included in room rate).	1.0	0.8	1.0	0.0
The breakfast includes fresh island fruits, juices, coffee/tea, pastries, yogurt, and hard boiled eggs.	1.0	0.8	1.0	0.0
Just enough to start the day!	1.0	0.8	1.0	0.0
The decor of the hotel's public spaces and rooms is modern and sleek, featuring dark woods, light-colored walls, tile and marble bathrooms, and adjustable mood lighting.	1.0	0.8	1.0	0.0
Room window are large and can be opened for fresh air, and 25% of the rooms have private balconies featuring a small table and two chairs.	1.0	0.8	1.0	0.0
The hotel is spotlessly clean.	1.0	0.8	1.0	0.0
The hotel's location could not be more perfect if you don't need to stay directly on the beach.	1.0	0.8	1.0	0.0
It is one short block from Kuhio Beach to the West and a short block from Kapiolani Park and the Honolulu Zoo to the South.	1.0	0.8	1.0	0.0
Because all beaches in Hawaii are public, it is no problem to use the Kuhio Beach or the Queen's Beach (just two blocks from the hotel to the South).	1.0	0.8	1.0	0.0
Both beaches offer restroom facilities.	1.0	0.8	1.0	0.0
The hotel staff is among the best to be found in Hawaii.	1.0	0.8	1.0	0.0
Everyone we encountered during our four day stay was attentive, friendly, welcoming, and extremely professional.	1.0	0.8	1.0	0.0
From the front desk staff to the bellmen to the housekeepers --- we felt like we were among Ohana (Hawaiian for family).	1.0	0.8	1.0	0.0
The only drawback about the hotel is that the rooms located on the South side of the buidling facing Diamond Head are subject to some pretty terrible noise.	1.0	0.8	1.0	0.0
The South side of the hotel faces the delivery entrance of the Resort Quest Hotel next door, and during most daylight hours there are trucks making deliveries.	1.0	0.8	1.0	0.0
Of course, if you plan to be at the beach or out touring all day, then the noise is not a problem.	1.0	0.8	1.0	0.0
However, if you plan to take an afternoon nap, bring ear plugs.	1.0	0.8	1.0	0.0
That said, Hotel Renew is a lovely addition to Waikiki Beach.	1.0	0.8	1.0	0.0
If you are looking for a smaller intimate hotel with excellent quality bedding and furniture and a warm, welcoming staff, this is the place for you.	1.0	0.8	1.0	0.0
Wonderful!	1.0	1.0	1.0	1.0
Wonderful experience.	1.0	1.0	1.0	1.0
Close to Bourbon Street.	1.0	1.0	1.0	1.0
Rooms were spacious, staff was nice...	1.0	1.0	1.0	1.0
Will definately stay there again!	1.0	1.0	1.0	1.0
OK in the Oceanfront Rooms	0.0	0.0	0.0	0.0
There are some very good things about The Marseilles, #1 being its perfect location.	0.0	0.0	0.0	0.0
But of course, since it's one of the least expensive hotels in South Beach, it's not exactly a high end experience.	0.0	0.0	0.0	0.0
It is a decent budget option in the right room.	0.0	0.0	0.0	0.0
The ocean-front corner room was nice, quiet, spacious and a very good value.	0.0	0.0	0.0	0.0
It seemed recently renovated with an updated decor.	0.0	0.0	0.0	0.0
The bathroom is tiny and old-fashioned but was fine for us.	0.0	0.0	0.0	0.0
We stayed in a non-ocean front room the first night and were bothered by the door slamming and loud neighbors, which we could not hear once we moved to the ocean-front room.	0.0	0.0	0.0	0.0
The first room (3rd floor) also smelled funny, as did the 3rd floor hallway and the lobby.	0.0	0.0	0.0	0.0
The pool, bar area, hammock grove and beach access were great.	0.0	0.0	0.0	0.0
It's really good to be able to walk out the back of the hotel and right onto the beach or onto the beachfront walkway for biking or rollerblading, and it's rare in SoBe unless you're paying top dollar.	0.0	0.0	0.0	0.0
The Marseilles is 2 blocks from Lincoln Road, 1 block from the Delano and 2 hotels down from The Raleigh.	0.0	0.0	0.0	0.0
The Catalina across the street was a good spot for drinks and for breakfast.	0.0	0.0	0.0	0.0
There's no scene at The Marseilles at night, but that's OK with so many other options all around.	0.0	0.0	0.0	0.0
Friendly service great location	1.0	0.0	1.0	0.0
We stayed for 2 weeks the first time and 10 days the second time.	1.0	0.0	1.0	0.0
The first time was not long after the hotel opened - October last year and the 2nd was only a week ago.	1.0	0.0	1.0	0.0
We're off to Perth now.	1.0	0.0	1.0	0.0
The 1st time we stayed we had what I think was called a standard room.	1.0	0.0	1.0	0.0
The room was on the small side but very clean and comfortable.	1.0	0.0	1.0	0.0
None of the other facilites were opened but it didn't matter because you have everything you needed within walking distance.	1.0	0.0	1.0	0.0
The 2nd time we stayed we were upgraded to what was called a deluxe room - larger then the room we had before and it also had some other features like tea/coffee, a wardrobe and side tables.	1.0	0.0	1.0	0.0
The lounge area was opened and looked great - We were able to get on the internet, cook a meal and also wash some very dirty clothes.	1.0	0.0	1.0	0.0
The cafe had opened downstairs so we were able to grab something light and easy for breaky.	1.0	0.0	1.0	0.0
Probably the most enjoyable aspect of both our stays was the staff.	1.0	0.0	1.0	0.0
Always ready to help or offer advice.	1.0	0.0	1.0	0.0
One of the housekeeping staff gave us some great tips on what to see in the Blue Mountians and the Hunter Valley - local knowledge really helps.	1.0	0.0	1.0	0.0
Reception were able to book tours or transport and help with advice on what restaurants to try and what ones to avoid.	1.0	0.0	1.0	0.0
Overall we think you get great value for money.	1.0	0.0	1.0	0.0
Reading some of the recent reports makes me wonder what people expect for around $100 bucks a night??	1.0	0.0	1.0	0.0
Rest assured we will be back there after we sample Perth and WA. Look out for our reports from there.	1.0	0.0	1.0	0.0
If we find some great cheap places we will share it with you.	1.0	0.0	1.0	0.0
Clean Hotel, Friendly staff, no complaints	0.8	0.0	0.8	0.0
After reading all of the negative reviews, I took a chance anyway and was very pleased.	0.8	0.0	0.8	0.0
I spent four nights at Diamond Palace Hotel while attending a conference in San Juan.	0.8	0.0	0.8	0.0
I saw NO BUGS, the staff was friendly, the hotel was clean.	0.8	0.0	0.8	0.0
It's not the Hyatt, Hilton or Ritz Carlton, but it's a nice hotel for the price and location, and only one block from the beach.	0.8	0.0	0.8	0.0
I had no complications at all with check-in or check-out, and I could see the beach from my room.	0.8	0.0	0.8	0.0
